node_id,title,subject,published_date,price,level,realSchool,school,Page Rank,community,eigenvector centrality,closness centrality,betweeness centrality,weighted degree,degree,clustering coefficient
n114,HTML5 Part 2: Advanced Techniques for Designing HTML5 Apps,Computer Science,02/04/2016,51~100,Introductory,W3C,Others,0.001466914,9,0.077011035,0.36852116,0.125950348,27,24,0.217391304
n313,Philosophy and Critical Thinking,Philosophy & Ethics,02/04/2016,51~100,Intermediate,UQ,UQ,0.001291425,10,0.027096043,0.353719763,0.125358204,21,18,0.326797386
n661,The Business of Mining,Engineering,05/27/2015,Closed,Introductory,Curtin,Others,0.001189321,9,0.100486271,0.37367406,0.125099028,20,20,0.278947368
n121,Practical Learning Analytics,Data Analysis & Statistics,02/29/2016,1~50,Advanced,Michigan,Others,0.002067006,7,0.658333649,0.403016121,0.124791653,54,48,0.75
n277,Pricing Options with Mathematical Models,Economics & Finance,01/20/2016,51~100,Intermediate,Caltech,Others,0.001546842,6,0.108482965,0.371880998,0.123168993,28,28,0.486772487
n649,Preparing for the AP* Computer Science A Exam ? Part 2,Computer Science,09/09/2014,Closed,Introductory,Cooper Union,Others,0.002041241,11,0.29384514,0.377864456,0.123117254,54,44,0.521141649
n295,AP¢ç Spanish Language and Culture,Language,06/30/2015,Closed,Introductory,BU,BU,0.001385183,11,0.106342917,0.366603595,0.12239073,26,24,0.304347826
n396,Introduction to Accounting - Part 1: Basics of Financial Statements,Business & Management,01/25/2016,51~100,Introductory,IIMB,IIMB,0.001547774,6,0.094270188,0.356321839,0.122371597,33,26,0.596923077
n54,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",Economics & Finance,03/30/2016,1~50,Introductory,IMF,IMF,0.001635018,6,0.097599092,0.368171021,0.121770202,32,29,0.480295567
n694,The Engineering of Structures Around Us,Engineering,01/29/2015,Closed,Intermediate,Dartmouth,Others,0.00152684,11,0.169921085,0.382527147,0.121230645,30,29,0.603448276
n404,Data Analysis for Life Sciences 7: Case Studies in Functional Genomics,Biology & Life Sciences,09/25/2015,1~50,Introductory,Harvard,Harvard,0.002147859,7,0.675357525,0.407251708,0.121076789,55,50,0.702857143
n144,Human Origins,Social Sciences,03/28/2016,1~50,Intermediate,ASU,ASU,0.001420745,5,0.051240702,0.366950758,0.120597139,23,21,0.295238095
n353,"JavaScript, HTML and CSS Web Development",Computer Science,02/22/2016,1~50,Intermediate,Microsoft,Microsoft,0.001252353,9,0.060490198,0.358298659,0.119778146,27,18,0.320261438
n723,"Central Challenges of American National Security, Strategy, and the Press",Ethics,10/27/2014,Closed,Intermediate,Harvard,Harvard,0.001003874,6,0.048486199,0.360800745,0.119452706,14,14,0.285714286
n631,American Government,Social Sciences,06/26/2015,Closed,Introductory,Harvard,Harvard,0.001305218,14,0.064214096,0.358962483,0.119186166,20,19,0.222222222
n88,Introduction to Cloud Infrastructure Technologies,Computer Science,03/15/2016,51~100,Introductory,LinuxFoundation,Others,0.001531387,9,0.127451098,0.384615385,0.11812434,36,28,0.301587302
n209,Linux System Administration Essentials,Computer Science,06/01/2015,401~500,Advanced,LinuxFoundation,Others,0.001358572,9,0.084221942,0.37457709,0.118063439,23,23,0.304347826
n705,Western and Chinese Art: Masters and Classics,Art & Culture,01/07/2015,Closed,Introductory,Tsinghua,Tsinghua,0.001620633,15,0.044972925,0.358464385,0.116901412,29,24,0.413043478
n179,AP¢ç Psychology - Part 4: How Behavior Works,Science,01/28/2016,1~50,Intermediate,UBC,UBC,0.00164717,10,0.080598782,0.385188867,0.116891916,32,27,0.336182336
n611,Compliance in Office 365: eDiscovery,Computer Science,08/31/2015,Closed,Intermediate,Microsoft,Microsoft,0.001725822,9,0.119441167,0.386340977,0.116141138,38,31,0.320430108
n771,"Was Alexander Great? The Life, Leadership, and Legacies of History¡¯s Greatest Warrior",History,11/13/2013,Free,Introductory,Wellesley,Wellesley,0.001199946,5,0.022511147,0.343376163,0.115548481,16,16,0.283333333
n36,Adventures of Huckleberry Finn by Twain: BerkeleyX Book Club,Humanities,11/10/2015,1~50,Intermediate,UC Berkeley,UC Berkeley,0.001637061,4,0.058282859,0.356485741,0.115016077,31,25,0.503333333
n582,The EU and Human Rights,Law,08/07/2015,Free,Introductory,KULeuven,Others,0.001283678,10,0.061621725,0.371702638,0.113812136,22,20,0.305263158
n386,The Civil War and Reconstruction ? 1865-1890: The Unfinished Revolution,History,09/09/2015,Closed,Intermediate,Columbia,Columbia,0.001016127,14,0.035690633,0.339465615,0.113634148,17,12,0.318181818
n360,Quantitative Biology Workshop,Biology & Life Sciences,01/20/2016,Closed,Intermediate,MIT,MIT,0.001637414,8,0.111928601,0.376031053,0.113552018,34,30,0.377011494
n573,The Great War and Modern Philosophy,Humanities,07/06/2015,Free,Introductory,KULeuven,Others,0.001401262,10,0.022361131,0.334484247,0.113371159,21,18,0.294117647
n406,Introduction to Bioethics,Biology & Life Sciences,02/26/2016,1~50,Introductory,Georgetown,Georgetown,0.002114298,0,0.37412954,0.390035229,0.113318024,49,44,0.658562368
n590,Electronic Literature,Literature,05/05/2015,Closed,Introductory,Davidson,Davidson,0.001095228,9,0.032936007,0.360800745,0.113178068,15,15,0.295238095
n448,Open Government,Social Sciences,10/26/2015,Closed,Introductory,Delft,Delft,0.001904805,7,0.637751642,0.402806653,0.112799002,45,44,0.868921776
n96,Western Civilization: Ancient and Medieval Europe,History,03/28/2016,1~50,Introductory,ASU,ASU,0.001207933,4,0.030561981,0.348158131,0.112378053,18,17,0.25
n4,Inclusive Leadership Training: Leading with Effective Communication,Business & Management,09/18/2015,1~50,Introductory,Catalyst,Others,0.001328965,5,0.060103469,0.370990905,0.112086168,25,21,0.223809524
n619,AP¢ç Environmental Science - Part 1: The Living World,Environmental Studies,08/04/2015,Closed,Introductory,Rice,Rice,0.001701535,8,0.127486753,0.397843943,0.111794069,50,31,0.4
n349,Through my Eyes ? Intellectual Disability Healthcare around the World,Medicine,02/05/2016,51~100,Introductory,UQ,UQ,0.00203313,0,0.373468389,0.390231621,0.111775059,51,43,0.685492802
n155,Introduction to Corporate Finance,Business & Management,01/25/2016,51~100,Advanced,IIMB,IIMB,0.001859599,6,0.119119306,0.374939526,0.111705294,40,34,0.413547237
n364,Introduction to Xamarin.Forms,Computer Science,03/28/2016,1~50,Introductory,Microsoft,Microsoft,0.001545049,9,0.088745034,0.365911237,0.111349152,32,26,0.286153846
n447,The Meaning of Rome: The Renaissance and Baroque City,Architecture,12/22/2015,Closed,Introductory,NotreDame,Others,0.000993,5,0.032124859,0.345057881,0.111135691,17,12,0.348484848
n710,Religion and Hip Hop Culture,Music,10/06/2014,Closed,Introductory,Rice,Rice,0.001713618,15,0.050917462,0.359128823,0.110838235,28,27,0.336182336
n324,Designing Advanced Applications using XAML,Computer Science,02/26/2016,1~50,Advanced,Microsoft,Microsoft,0.001290531,9,0.056399085,0.367298578,0.110355773,24,20,0.231578947
n676,Sustainability in Everyday Life,Environmental Studies,02/12/2015,Free,Introductory,Chalmers,Others,0.001508136,5,0.057448324,0.365911237,0.110132928,27,23,0.312252964
n779,Relics in Chinese History - Part 1: Agriculture and Manufacturing,Art & Culture,08/19/2015,1~50,Introductory,Tsinghua,Tsinghua,0.001746753,15,0.057415131,0.359295318,0.110099186,34,28,0.367724868
n539,"Developing International Software, Part 2",Computer Science,11/13/2015,Closed,Intermediate,Microsoft,Microsoft,0.001702161,6,0.128111035,0.384615385,0.109721711,35,31,0.303225806
n17,Introduction to Game Design,Education & Teacher Training,03/09/2016,51~100,Intermediate,MIT,MIT,0.001515237,6,0.088640416,0.377680312,0.10843958,29,26,0.313846154
n381,Finance for Everyone: Smart Tools for Decision-Making,Economics & Finance,09/29/2015,1~50,Introductory,Michigan,Others,0.001711721,6,0.142626095,0.383283877,0.108382823,38,32,0.435483871
n725,Organic Electronic Devices,Electronics,10/27/2014,Closed,Introductory,Purdue,Purdue,0.001184149,9,0.043209529,0.363679024,0.106416113,16,16,0.233333333
n113,Nonlinear Differential Equations: Order and Chaos,Math,10/20/2015,Closed,Intermediate,BU,BU,0.001684028,11,0.144906073,0.391611925,0.106405981,39,32,0.516129032
n768,Wiretaps to Big-Data: Privacy and Surveillance in the Age of Interconnection,Social Sciences,11/13/2013,Free,Introductory,Cornell,Cornell,0.001104474,10,0.080475317,0.371880998,0.106026051,17,17,0.227941176
n467,AP¢ç Biology - Part 4: Ecology,Biology & Life Sciences,08/04/2015,Closed,Introductory,Rice,Rice,0.001839362,8,0.109564296,0.378417969,0.105899126,54,33,0.46969697
n118,"Sharks! Global Biodiversity, Biology, and Conservation",Biology & Life Sciences,02/12/2016,1~50,Introductory,CornellX&UQ,Others,0.001666524,8,0.094699657,0.375302663,0.10416253,29,29,0.450738916
n436,Creativity & Entrepreneurship,Business & Management,03/15/2016,1~50,Advanced,Berklee,Others,0.001436857,15,0.071658365,0.37205953,0.103966021,27,23,0.351778656
n235,"Saving Schools, Mini-Course 3: Accountability and National Standards",Education & Teacher Training,09/01/2015,Closed,Intermediate,Harvard,Harvard,0.001230623,14,0.068959969,0.369047619,0.103870137,25,18,0.267973856
n553,Human Rights: The Right to Freedom of Expression,Social Sciences,09/14/2015,Closed,Introductory,Amnesty International,Others,0.001144896,10,0.039337821,0.354204753,0.103739626,18,16,0.425
n335,Data Analysis for Life Sciences 6: High-performance Computing for Reproducible Genomics,Biology & Life Sciences,09/25/2015,1~50,Introductory,Harvard,Harvard,0.001283142,7,0.233437305,0.384424603,0.103671203,33,26,0.36
n95,Introduction to Solar Systems Astronomy,Science,03/28/2016,1~50,Intermediate,ASU,ASU,0.000942,8,0.028726048,0.361136999,0.103314113,12,12,0.151515152
n367,Ethics in Life Sciences and Healthcare: Exploring Bioethics through Manga,Philosophy & Ethics,02/09/2016,Closed,Introductory,KyotoU,KyotoU,0.001428506,0,0.066361399,0.357637287,0.103154306,24,22,0.272727273
n288,Discovery Precalculus: A Creative and Connected Approach,Math,09/09/2015,1~50,Intermediate,UTAustin,UTAustin,0.001177038,8,0.050167737,0.355504587,0.102941746,18,17,0.397058824
n701,"The Search for Vernacular Architecture of Asia, Part 1",Architecture,05/12/2014,Closed,Introductory,HKU,Others,0.001140462,1,0.089533829,0.384424603,0.102068757,19,19,0.304093567
n580,Mobile Computing with App Inventor ? CS Principles,Computer Science,05/12/2015,Closed,Introductory,Trinity,Others,0.001827881,9,0.154278619,0.368871966,0.101789021,51,35,0.374789916
n33,Data Science Ethics,Data Analysis & Statistics,10/26/2015,1~50,Introductory,Michigan,Others,0.002040041,7,0.645339396,0.408755274,0.101320907,47,47,0.765957447
n522,"Fundamentals of Immunology, Part 2",Biology & Life Sciences,09/02/2015,Closed,Introductory,Rice,Rice,0.00123966,8,0.052717368,0.360800745,0.101316492,28,19,0.269005848
n499,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,History,09/09/2015,Closed,Introductory,Columbia,Columbia,0.001135602,14,0.021978929,0.332047986,0.10090718,19,14,0.373626374
n762,Cyber-Physical Systems,Computer Science,03/07/2014,Free,Advanced,UC Berkeley,UC Berkeley,0.001867508,11,0.182179158,0.392008093,0.100842638,38,37,0.454954955
n94,Introduction to Health and Wellness,Health & Safety,01/20/2016,1~50,Introductory,ASU,ASU,0.001990982,0,0.378742848,0.394602851,0.100809141,48,43,0.681063123
n441,AP¢ç Environmental Science - Part 4: Exam Review,Environmental Studies,08/04/2015,Closed,Introductory,Rice,Rice,0.001747353,8,0.14318234,0.39907312,0.100568354,60,33,0.410984848
n315,Water and Wastewater Treatment Engineering: Biochemical Technology,Environmental Studies,02/09/2016,1~50,Introductory,Tsinghua,Tsinghua,0.00166028,5,0.10274675,0.37804878,0.099400865,36,29,0.31773399
n89,Islam Through Its Scriptures,Humanities,02/05/2016,1~50,Intermediate,Harvard,Harvard,0.001356714,4,0.0429519,0.339912281,0.098726293,19,19,0.49122807
n458,Engineering: Building with Nature,Biology & Life Sciences,10/19/2015,Closed,Intermediate,Delft,Delft,0.001069278,9,0.045781225,0.367996201,0.097916966,16,16,0.258333333
n480,The American Renaissance: Classic Literature of the 19th Century,Literature,10/28/2015,Closed,Introductory,Dartmouth,Others,0.001184467,14,0.036865827,0.358630264,0.09740565,16,16,0.325
n581,Science in Art: The Chemistry of Art Materials and Conservation,Chemistry,04/30/2015,Closed,Introductory,Trinity,Others,0.000974,8,0.025620686,0.340509666,0.096841876,14,13,0.230769231
n543,Advanced Credit Risk Management,Economics & Finance,09/23/2015,301~400,Introductory,Delft,Delft,0.001492731,6,0.092755963,0.365566038,0.096641294,32,26,0.541538462
n597,Statistics for Business - II,Business & Management,04/29/2015,Closed,Introductory,IIMB,IIMB,0.001646931,1,0.275632718,0.393201421,0.095726815,35,33,0.433712121
n556,Atomic and Optical Physics I? Part 3: Atom-Light Interactions 1 -- Matrix elements and quantized field,Physics,08/31/2015,Closed,Introductory,MIT,MIT,0.001767223,8,0.08627975,0.356158088,0.095118248,46,30,0.556321839
n740,Data Structures and Algorithms Part 2,Computer Science,09/24/2014,Free,Intermediate,Peking,Others,0.002073061,7,0.655474438,0.407465825,0.093737268,53,48,0.743794326
n223,"The Book: Print and Manuscript in Western Europe, Asia and the Middle East (1450-1650)",Humanities,07/06/2015,Closed,Introductory,Harvard,Harvard,0.001423988,4,0.05356446,0.348314607,0.093708245,29,22,0.467532468
n340,"The Divine Comedy: Dante's Journey to Freedom, Part 1",Humanities,02/10/2016,Closed,Introductory,Georgetown,Georgetown,0.000909,14,0.008021572,0.30535855,0.093689956,15,8,0.25
n755,Introduction to Global Sociology,Economics & Finance,11/13/2013,Free,Intermediate,Wellesley,Wellesley,0.001210503,0,0.123697429,0.353236098,0.093344468,24,19,0.730994152
n718,"Electricity & Magnetism, Part 2",Physics,12/15/2014,Closed,Introductory,Rice,Rice,0.001350917,9,0.029359752,0.341259357,0.093215444,24,18,0.346405229
n100,Energy Within Environmental Constraints,Environmental Studies,03/08/2016,101~200,Introductory,Harvard,Harvard,0.001369262,8,0.068357789,0.375848691,0.092916593,24,22,0.25974026
n45,Astrophysics: Cosmology,Physics,02/11/2016,1~50,Introductory,ANU,ANU,0.001156543,8,0.025584962,0.340659341,0.091514457,20,14,0.373626374
n476,Introduction to Project Management,Business & Management,06/29/2015,Closed,Introductory,Adelaide,Adelaide,0.001688955,6,0.152049645,0.385764062,0.091009892,33,32,0.415322581
n468,AP¢ç Physics 1 - Part 3: Electricity & Waves,Science,07/24/2015,Closed,Introductory,Rice,Rice,0.001662766,8,0.081826819,0.356649793,0.090920895,37,28,0.58994709
n753,Improving Global Health: Focusing on Quality and Safety,Health & Safety,03/27/2014,Free,Advanced,Harvard,Harvard,0.002055491,0,0.391655964,0.391019173,0.09071007,53,44,0.66384778
n419,Fundamentals of Neuroscience Part 2: Neurons and Networks,Biology & Life Sciences,04/19/2016,noInfo,Introductory,Harvard,Harvard,0.001339224,10,0.028477363,0.343528369,0.090691943,26,19,0.368421053
n435,Humanity and Nature in Chinese Thought,Art & Culture,03/16/2016,1~50,Intermediate,HKU,Others,0.001404387,15,0.069564734,0.369928401,0.090126058,24,23,0.434782609
n466,Space Mission Design and Operations,Engineering,09/11/2015,Closed,Introductory,EPFL,EPFL,0.001236541,8,0.03617687,0.344291426,0.089773968,18,18,0.431372549
n442,AP¢ç Physics 2 ? Part 4: AP Review and Exam Preparation,Physics,08/04/2015,Closed,Intermediate,Rice,Rice,0.001973021,8,0.131780451,0.377312561,0.089704359,66,37,0.522522523
n508,Introduction to Global Hospitality Management,Business & Management,09/30/2015,Closed,Introductory,Cornell,Cornell,0.001304447,6,0.090664333,0.369047619,0.089517913,23,23,0.557312253
n449,DNA: Biology¡¯s Genetic Code,Biology & Life Sciences,12/22/2015,Closed,Advanced,Rice,Rice,0.001280959,8,0.042877995,0.355994488,0.089437512,31,19,0.269005848
n474,Knowledge-Management and Big-Data in Business,Business & Management,11/18/2015,Closed,Introductory,HKPolyU,HKPolyU,0.001801911,1,0.251044335,0.394402036,0.08896051,36,36,0.404761905
n182,AP¢ç Psychology - Part 6: Exam Preparation & Review,Science,01/28/2016,1~50,Introductory,UBC,UBC,0.001265694,10,0.068796685,0.37205953,0.08891955,24,21,0.295238095
n174,AP¢ç Psychology - Part 2: How the Brain Works,Science,01/28/2016,1~50,Introductory,UBC,UBC,0.001389174,10,0.046581018,0.358630264,0.088496435,30,21,0.280952381
n252,M&A Professional Certificate Part 6 - Examination,Economics & Finance,07/21/2015,401~500,Intermediate,new-york Institute of Finance,new-york Institute of Finance,0.001260025,6,0.073302905,0.361811391,0.08832384,35,21,0.357142857
n620,AP¢ç Physics 2 - Part 1: Fluids and Thermodynamics,Physics,08/04/2015,Closed,Introductory,Rice,Rice,0.001952047,8,0.123067459,0.36922344,0.087668885,53,36,0.53015873
n305,The Psychology of Criminal Justice,Social Sciences,02/04/2016,51~100,Introductory,UQ,UQ,0.001399428,10,0.057525633,0.359795729,0.087426778,26,22,0.264069264
n472,Islamic Finance and Banking,Economics & Finance,11/23/2015,Closed,Advanced,IRTI,Others,0.001628067,6,0.105043151,0.366777094,0.087208424,39,29,0.519704433
n640,"Developing International Software, Part 1",Computer Science,07/29/2015,Closed,Intermediate,Microsoft,Microsoft,0.001182291,6,0.068507776,0.367472736,0.086484265,21,19,0.280701754
n177,AP¢ç Psychology - Part 3: How the Mind Works,Science,01/28/2016,1~50,Introductory,UBC,UBC,0.001342414,10,0.044840091,0.356158088,0.086466404,22,20,0.305263158
n517,Preparing for the AP Calculus AB Exam ? Part 2: Integrals,Math,11/03/2015,Closed,Introductory,Rice,Rice,0.001268463,8,0.051199653,0.35179301,0.085994308,24,19,0.403508772
n79,Reputation Management in a Digital World,Business & Management,03/11/2016,1~50,Introductory,Curtin,Others,0.001558356,9,0.127541578,0.385380408,0.085717693,29,28,0.354497354
n652,Sabermetrics 101: Introduction to Baseball Analytics,Data Analysis & Statistics,02/18/2015,Closed,Introductory,BU,BU,0.002011623,7,0.655311816,0.399896801,0.085237359,52,46,0.815458937
n704,Financial Analysis and Decision Making,Business & Management,01/06/2015,Closed,Introductory,Tsinghua,Tsinghua,0.001471627,6,0.087343137,0.359128823,0.084873327,26,26,0.547692308
n413,Human Spaceflight - An introduction,Engineering,01/19/2016,noInfo,Introductory,KTH,Others,0.001221661,15,0.048075571,0.365221489,0.084754709,21,18,0.385620915
n457,"Personal Finance, Part 1: Investing in Yourself",Economics & Finance,02/10/2016,Closed,Introductory,Wellesley,Wellesley,0.001357165,6,0.086896584,0.35452882,0.084522294,23,23,0.691699605
n270,Career Edge: Analytical Problem Solving and Design Thinking,Business & Management,10/26/2015,1~50,Introductory,Fullbridge,Fullbridge,0.001264404,7,0.080468438,0.364020667,0.084027731,27,20,0.278947368
n151,Big-Data Analysis with Spark,Data Analysis & Statistics,02/08/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.002072869,7,0.654382212,0.399278722,0.083849958,49,48,0.757978723
n698,"How Stuff Moves, Part 3: Wave Motion",Physics,01/12/2015,Closed,Introductory,HarveyMudd,HarveyMudd,0.00183675,8,0.076108739,0.358630264,0.083828576,42,31,0.395698925
n729,"How Stuff Moves, Part 1: Linear Motion",Physics,11/07/2014,Free,Introductory,HarveyMudd,HarveyMudd,0.00183675,8,0.076108739,0.358630264,0.083828576,43,31,0.395698925
n12,The Science of Happiness,Social Sciences,11/06/2015,1~50,Introductory,UC Berkeley,UC Berkeley,0.001263433,10,0.096252889,0.387887888,0.083251235,24,22,0.329004329
n347,Microsoft Exchange 2013 Fundamentals,Computer Science,03/17/2016,51~100,Introductory,Microsoft,Microsoft,0.00182403,9,0.107191854,0.376031053,0.082955946,60,33,0.382575758
n493,Foundations of Data Analysis - Part 1: Statistics Using R,Math,10/05/2015,Closed,Introductory,UTAustin,UTAustin,0.002096858,7,0.669756197,0.4085398,0.082891298,62,49,0.736394558
n236,"Saving Schools, Mini-Course 4: School Choice",Education & Teacher Training,09/01/2015,Closed,Introductory,Harvard,Harvard,0.001275774,14,0.138002549,0.376945525,0.081370585,29,21,0.323809524
n616,Take Your Medicine: Developing New Drug Products,Health & Safety,06/23/2015,Closed,Introductory,UTAustin,UTAustin,0.001023582,0,0.074026165,0.372775373,0.081137968,21,16,0.308333333
n191,Entrepreneurship 102: What can you do for your customer?,Business & Management,03/31/2015,Closed,Introductory,MIT,MIT,0.001326171,6,0.048776762,0.357142857,0.080488813,24,21,0.304761905
n585,"Mechanical Behavior of Materials, Part 2: Stress Transformations, Beams, Columns, and Cellular Solids",Engineering,08/04/2015,Closed,Intermediate,MIT,MIT,0.001364133,10,0.069238442,0.367821547,0.080086065,28,22,0.380952381
n403,An Introduction to Credit Risk Management,Business & Management,12/02/2015,1~50,Introductory,Delft,Delft,0.001824137,6,0.103384593,0.358464385,0.079750769,39,32,0.493951613
n670,Introduction to Environmental Science,Environmental Studies,04/23/2015,Closed,Introductory,Dartmouth,Others,0.001185155,5,0.053389034,0.353075171,0.07918105,18,17,0.352941176
n363,Introduction to Mobile Application Development using Android,Computer Science,12/29/2015,1~50,Intermediate,HKUST,HKUST,0.001373476,9,0.055662296,0.352112676,0.078742703,29,21,0.352380952
n71,Agile Development Using Ruby on Rails - Basics,Computer Science,01/28/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.001797746,11,0.275498182,0.373134328,0.078625387,42,38,0.59886202
n283,The Practitioner¡¯s Guide to Global Health - Part 3: Reflection,Medicine,11/16/2015,1~50,Advanced,BU,BU,0.002194694,0,0.417969293,0.399484536,0.078342624,56,48,0.634751773
n428,Microsoft Exchange Server 2016 - 1: Infrastructure,Computer Science,04/13/2016,1~50,Introductory,Microsoft,Microsoft,0.001752662,9,0.109513306,0.378417969,0.07822794,53,32,0.405241935
n494,Intellectual Property Law and Policy - Part 1: IP and Patent Laws,Law,10/22/2015,Closed,Introductory,Penn,Penn,0.001087919,10,0.056430277,0.357472325,0.078092975,20,17,0.272058824
n308,Principles of Electric Circuits ?,Computer Science,12/23/2015,1~50,Intermediate,Tsinghua,Tsinghua,0.001209387,9,0.027913832,0.348158131,0.077910486,17,17,0.382352941
n618,AP¢ç Biology - Part 1: The Cell,Biology & Life Sciences,08/04/2015,Closed,Introductory,Rice,Rice,0.001803539,8,0.11310144,0.380461463,0.076592334,58,33,0.481060606
n397,Introduction to the Treatment of Urban Sewage,Engineering,07/16/2015,1~50,Introductory,Delft,Delft,0.001309557,5,0.081708985,0.369399428,0.076237831,28,22,0.372294372
n473,Islamic Finance and Capital Markets,Economics & Finance,11/20/2015,Closed,Introductory,IRTI,Others,0.001737571,6,0.107307417,0.363679024,0.075383781,41,31,0.498924731
n361,The Art of Poetry,Literature,12/10/2015,Closed,Introductory,BU,BU,0.001159835,14,0.012719108,0.31275222,0.075296382,14,13,0.358974359
n139,Magnetic Materials and Devices,Engineering,03/18/2016,1~50,Introductory,MIT,MIT,0.001119357,8,0.046808821,0.352432924,0.075190129,21,16,0.375
n359,Introduction to Operations Management,Business & Management,11/24/2015,51~100,Advanced,IIMB,IIMB,0.001113903,6,0.063678577,0.362827715,0.075064029,23,18,0.254901961
n5,Project Management Techniques for Development Professionals,Business & Management,03/07/2016,1~50,Advanced,IDB,Others,0.001477986,6,0.122997883,0.374758221,0.074850263,29,27,0.492877493
n455,International Business Environment and Global Strategy,Business & Management,12/29/2015,Closed,Introductory,IIMB,IIMB,0.001302075,1,0.165700437,0.379344102,0.074779808,24,24,0.648550725
n6,Programming in R for Data Science,Data Analysis & Statistics,03/23/2016,1~50,Introductory,Microsoft,Microsoft,0.002070357,7,0.653217285,0.406184486,0.074045048,57,48,0.755319149
n431,Microsoft Exchange Server 2016 - 4: Transport Services,Computer Science,04/13/2016,1~50,Introductory,Microsoft,Microsoft,0.001469298,9,0.077099521,0.364877589,0.073150271,46,25,0.45
n265,"CLEP Information Systems and Computer Applications, Part 5: Social Implications",Computer Science,06/23/2015,1~50,Advanced,UPValencia,UPValencia,0.001612239,11,0.135350103,0.382905138,0.073017136,39,31,0.569892473
n260,The Practitioner¡¯s Guide to Global Health-Part 2: Preparation and On The Ground,Medicine,10/22/2015,1~50,Advanced,BU,BU,0.002180692,0,0.419956272,0.403016121,0.072935108,57,48,0.633865248
n547,Implementing Microsoft Windows Server Disks and Volumes,Computer Science,10/16/2015,Closed,Introductory,Microsoft,Microsoft,0.001511091,9,0.076080215,0.357472325,0.072728901,39,26,0.461538462
n7,User Innovation: A Path to Entrepreneurship,Business & Management,04/03/2015,51~100,Introductory,MIT,MIT,0.001223869,6,0.074359115,0.360968794,0.072660371,20,20,0.252631579
n549,China¡¯s Perspective on Climate Change,Energy & Earth Sciences,10/16/2015,Closed,Intermediate,Tsinghua,Tsinghua,0.001059905,5,0.049291321,0.350045167,0.071967535,19,16,0.4
n422,Quantum Mechanics of Molecular Structures,Chemistry,03/02/2016,1~50,Introductory,UTokyo,Others,0.000909,8,0.014812712,0.307052298,0.071912659,12,10,0.244444444
n489,Introduction to Differential Equations,Math,10/20/2015,Closed,Introductory,BU,BU,0.001140876,11,0.046293465,0.358962483,0.071904099,26,17,0.25
n777,Quantum Mechanics and Quantum Computation,Computer Science,11/13/2013,Free,Introductory,UC Berkeley,UC Berkeley,0.001200143,8,0.068484501,0.349413886,0.071783444,22,19,0.461988304
n702,Introduction to Public Speaking,Communication,01/30/2015,noInfo,Introductory,UWashington,UWashington,0.000997,1,0.050273867,0.357472325,0.07169402,15,15,0.2
n72,"Ethical Leadership: Character, Civility, and Community",Philosophy & Ethics,08/27/2015,1~50,Introductory,BU,BU,0.001245243,5,0.052210514,0.355341586,0.071399861,22,19,0.30994152
n328,AP¢ç Macroeconomics,Economics & Finance,02/25/2016,1~50,Intermediate,Davidson Next,Davidson Next,0.001110382,6,0.052532715,0.359461967,0.071087467,22,18,0.294117647
n184,Early Christianity: The Letters of Paul,History,11/13/2013,Free,Introductory,Harvard,Harvard,0.001347413,4,0.024636067,0.335062689,0.070451896,19,18,0.31372549
n721,Spirituality and Sensuality: Sacred Objects in Religious Life,Humanities,09/04/2014,Closed,Introductory,Hamilton,Others,0.000967,15,0.021822103,0.336810083,0.06993251,13,13,0.358974359
n500,The Art of Structural Engineering: Bridges,Engineering,09/22/2015,Free,Advanced,Princeton,Others,0.000745,11,0.015760957,0.34006143,0.069828857,10,9,0.361111111
n61,Stress Testing and Risk Regulation ? Part 2,Economics & Finance,03/07/2016,301~400,Intermediate,new-york Institute of Finance,new-york Institute of Finance,0.001133063,6,0.079805047,0.362827715,0.069498026,21,19,0.362573099
n607,Programming in F#,Computer Science,08/18/2015,Closed,Introductory,Microsoft,Microsoft,0.001715068,11,0.25171727,0.371524449,0.069110538,43,36,0.66031746
n112,Health Professional Teaching Skills ? Level 3 - Professionalism,Education & Teacher Training,03/29/2016,1~50,Intermediate,University of Toronto,University of Toronto,0.002107926,0,0.394687368,0.393201421,0.068987284,52,45,0.652525253
n16,Introduction to Programming with Java Part 2: Writing Good Code,Computer Science,01/25/2016,1~50,Introductory,UC3M,UC3M,0.00192249,11,0.285836012,0.380088279,0.06851856,52,41,0.535365854
n734,Introductory Physics ? Part 1: Mechanics and Waves,Physics,01/30/2014,Free,Introductory,SNU,SNU,0.00193459,8,0.100506685,0.357802401,0.067100709,45,34,0.531194296
n66,Introduction to Banking and Financial Markets - I,Economics & Finance,04/07/2016,1~50,Introductory,IIMB,IIMB,0.001610172,6,0.106396272,0.367821547,0.067030513,38,29,0.507389163
n568,A System View of Communications: From Signals to Packets (Part 2),Computer Science,03/18/2015,Closed,Introductory,HKUST,HKUST,0.001487866,11,0.130873981,0.382716049,0.066331364,34,28,0.64021164
